"source","name","year","rank","round","height","weight","school","college_abbreviation","pros","cons","verdit","pre_draft_analysis","post_draft_analysis","ranking","player_score","position","grade","pts_total","pts_per40","reb_total","reb_per40","ast_total","ast_per40","efg","fga","stl_total","stl_per40","blk_total","blk_per40","tpt","tpa","ft","fta","ts","ts_att","main_selling_point","age","wingspan","standing_reach","similar_player","profile","analysis","projection","date_of_birth","hometown","high_school","rebounding","potential","post_skills","intangibles","international_team","athleticism","size","defense","strength","quickness","leadership","jumpshot","nba_ready","mock_draft_rank","big_board_rank","overall_rank"
"The Ringer","Tyler Herro",NA,NA,NA,78,192,"Kentucky",NA,"Quick shooting release with NBA range; he’s capable of catching and shooting the ball at tough angles. Herro’s upside shooting off the dribble is his most tantalizing skill. He’s comfortable with sidestep pull-ups, especially going to his left. Natural feel for off-ball relocation to get open for spot-up jumpers or cuts to the basket; he’ll wear out defenders with his constant, deceptive movement. Has potential as a crafty interior finisher; he has a soft floater and he’s adept at using his off hand on layups. Intelligent passer who knows how to leverage his height to pass over the defense. Runs hard in transition to the wings and corners for 3s. Hustles on defense and crashes the boards. His physical profile should support more muscle, which would allow him to defend stronger NBA wings and forwards. Works hard and models his game after Devin Booker, who had eerily similar strengths and weaknesses entering the NBA. MINUSES Struggled to shoot off of screens and handoffs at Kentucky; his form makes him look like an elite knockdown shooter, but results aren’t supportive. Sluggish first step turning the corner on drives to the rim limits his shot-creation ability. Lacks explosiveness to regularly finish once he gets inside. Doesn’t have the lateral quickness to effectively defend quicker players on switches; he got burned in Kentucky’s final game against Auburn. Has the requisite length and effort to be an effective defender, but needs to develop more attention to detail. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Struggled to shoot off of screens and handoffs at Kentucky; his form makes him look like an elite knockdown shooter, but results aren’t supportive. Sluggish first step turning the corner on drives to the rim limits his shot-creation ability. Lacks explosiveness to regularly finish once he gets inside. Doesn’t have the lateral quickness to effectively defend quicker players on switches; he got burned in Kentucky’s final game against Auburn. Has the requisite length and effort to be an effective defender, but needs to develop more attention to detail.",NA,NA,NA,NA,NA,"Guard","Freshman",14,17.2,4.5,5.5,2.5,3,53.6,403,1.1,1.3,0.3,0.4,35.5,169,93.5,93,NA,NA,"Scoring versatility",19.4,75.25,100.5,"Devin Booker, C.J. Miles, Courtney Lee",NA,"Shooting is a premium skill in the NBA, and Herro displays the potential to be a dynamic shot maker and a well-rounded two-way player.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Brandon Clarke",NA,NA,NA,80.25,207,"Gonzaga",NA,"Impressively logged as many blocks as missed shots during the regular season at Gonzaga. Explosive leaper with soft hands to catch tough passes, and the ambidexterity and spatial awareness to finish in a crowd. Good decision-maker. The type of player who plays “good to great” basketball by grabbing a rebound and locating an open teammate instead of forcing up a careless, contested shot. Handles the ball well for his size; he can take rebounds and go coast-to-coast. He’s mostly a straight-line driver but likes using a spin move to his right. Sets solid screens, and has good feel and timing on dives to the rim; with his passing and dribbling skill, he could be a weapon on the short roll. Strong indicators that he will develop a perimeter game: touch on floaters, post fadeaways, hook shots, and midrange jumpers. Plays his ass off. Makes the extra effort, attacks the offensive boards, dives for loose balls, and hustles back in transition. Excellent shot blocker. He’s a fast-twitch leaper who perfectly times his jumps and uses the rule of verticality to alter shots without fouling. Projects well as a pick-and-roll defender. Has the agility to hedge and help, and the recovery speed, anticipation, and switchability to take on wings and guards. MINUSES Unless he develops a spot-up 3, he’ll need to play like a center on offense, which could create matchup issues for his team. Ideal role is small-ball 5, but a lack of length and strength will hinder his ability to defend larger elite bigs like Joel Embiid and Karl-Anthony Towns. Underwhelming defensive rebounder given his athletic gifts. Shooting upside is only theoretical: He overhauled his form after transferring from San Jose State to Gonzaga, but he still has rigid release and shoots a mediocre percentage from the line. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Unless he develops a spot-up 3, he’ll need to play like a center on offense, which could create matchup issues for his team. Ideal role is small-ball 5, but a lack of length and strength will hinder his ability to defend larger elite bigs like Joel Embiid and Karl-Anthony Towns. Underwhelming defensive rebounder given his athletic gifts. Shooting upside is only theoretical: He overhauled his form after transferring from San Jose State to Gonzaga, but he still has rigid release and shoots a mediocre percentage from the line.",NA,NA,NA,NA,NA,"Big","Junior",16.9,24.1,8.6,12.2,1.9,2.7,69.3,374,1.2,1.7,3.1,4.4,26.7,15,69.4,157,NA,NA,"Defensive versatility",22.7,80.25,102,"Paul Millsap, Pascal Siakam, Kris Humphries",NA,"A super-versatile defender who plays team-first basketball and has made encouraging progress on offense.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Keldon Johnson",NA,NA,NA,78,216,"Kentucky",NA,"Decisive scorer; he grabs the ball and goes when attacking closeouts or sprinting in transition, taking long strides on his way to the rim. Improving 3-point shooter who has good touch on floaters, which helps dampen any concerns about his funky, leaning shooting form. Hard-nosed rebounder unafraid to mix it up with bigs. Plays with effort and passion. He’ll dive for loose balls, close out hard on the perimeter, and take a charge. Theoretically a good defender due to his energy if his fundamentals improve. MINUSES High, loose dribble limits his ability to create scoring opportunities for himself. He relies on brute force on straight-line drives, and lacks any finesse with the ball in his hands. Robotic passer who doesn’t make advanced reads. A below-the-rim finisher in traffic who doesn’t handle contact well and lacks the length to extend for layups. He also rarely uses his left hand finishing and dribbling. He’s heavy-footed moving laterally since he’s on his heels, and he bites for far too many fakes. He’s a ball watcher prone to allowing backdoor cutters and open shooters. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","High, loose dribble limits his ability to create scoring opportunities for himself. He relies on brute force on straight-line drives, and lacks any finesse with the ball in his hands. Robotic passer who doesn’t make advanced reads. A below-the-rim finisher in traffic who doesn’t handle contact well and lacks the length to extend for layups. He also rarely uses his left hand finishing and dribbling. He’s heavy-footed moving laterally since he’s on his heels, and he bites for far too many fakes. He’s a ball watcher prone to allowing backdoor cutters and open shooters.",NA,NA,NA,NA,NA,"Guard","Freshman",13.5,17.6,5.9,7.6,1.6,2.1,52.3,374,0.8,1,0.2,0.2,38.1,118,70.3,155,NA,NA,"Effort",19.6,81.25,104,"Otto Porter Jr., Kentavious Caldwell-Pope, Garrett Temple",NA,"High-effort defender and complementary offensive player.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Goga Bitadze",NA,NA,NA,83,250,"KK Mega Bemax / Georgia",NA,"Skilled interior scorer off of cuts and in the pick-and-roll. He’s a fluid ball handler and ambidextrous finisher with touch on floaters and layups. Bitadze is the best screener in this draft class; excels at the little things that young bigs often struggle with, like dribble handoffs and high-low passes. Capable of attacking off the dribble, which suggests long-term potential attacking closeouts, developing advanced post moves, and—hopefully—shooting. Projects as a positive spot-up shooter; he has the touch and smooth, consistent mechanics to continue to extend his range beyond the NBA 3-point line. Good passing vision, especially on the short roll, locating and accurately delivering the ball to shooters and cutters. Smart and competitive defender who understands proper positioning and fundamentals; he’s long, and has the potential to effectively drop in pick-and-roll coverages. Engaged off-ball defender who rotates well to alter shots or close out, though his lateral mobility must improve. Hard-nosed rebounder who chases boards out of his area and boxes out. MINUSES Moves laterally like he has sandbags around his ankles; he currently struggles to stay in front of quicker forwards and is hopeless when switching against guards and wings. Needs to be perfect fundamentally to thrive defensively since he’s so slow-footed; he’ll need to develop as a drop pick-and-roll defender like Jusuf Nurkic. Gets into foul trouble because he leaps at pump fakes and gets too handsy on the perimeter when he’s a beat late due to his slow feet. Lacks explosiveness, which hinders his finishing against larger players and limits his rim-protection upside. Emotional player; got visibly frustrated in past seasons, though he’s gotten better at controlling his temper and not letting adversity impact his performance. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Moves laterally like he has sandbags around his ankles; he currently struggles to stay in front of quicker forwards and is hopeless when switching against guards and wings. Needs to be perfect fundamentally to thrive defensively since he’s so slow-footed; he’ll need to develop as a drop pick-and-roll defender like Jusuf Nurkic. Gets into foul trouble because he leaps at pump fakes and gets too handsy on the perimeter when he’s a beat late due to his slow feet. Lacks explosiveness, which hinders his finishing against larger players and limits his rim-protection upside. Emotional player; got visibly frustrated in past seasons, though he’s gotten better at controlling his temper and not letting adversity impact his performance.",NA,NA,NA,NA,NA,"Big","NANA",12.1,18.4,6.4,9.7,1.2,1.8,57.5,93,0.5,0.7,2.3,3.5,31.3,16,71.4,70,NA,NA,"Two-way upside",19.9,86,NA,"Jusuf Nurkic, Shot-Blocking Enes Kanter, Kyle O’Quinn",NA,"Strong-bodied center with a versatile offensive skill set, but needs his feet to catch up with his mind on defense.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Kevin Porter",NA,NA,NA,77.5,213,"R. Guard USC",NA,"Excellent physical profile with a strong frame and long arms; NBA spacing could someday allow him to be an explosive force driving to the rim. Projects as a shifty ball handler; his left-to-right crossover is currently his best move, though he’s too loose and high with his right-hand dribble. Flashes perimeter shot-creation skills. He has confidence in his stepback jumper, which could someday be his go-to shot. Showed solid passing instincts and a greater willingness to create for others after returning from a foot injury in February. Great rebounder and shot blocker for his position, since he’s such a quick leaper. Potentially a super versatile defender given his agility and strength—so long as his defensive fundamentals improve and he stays locked in. MINUSES Shooting form has issues: It’s a low, flat release, and there is a lot of lower body movement; inconsistent landings may be the cause of his inconsistencies, especially off the catch. Inactive off-ball player, though that might’ve been a symptom of the college offense he played in. His ballhandling is largely flash and little substance at this point due to his looseness while attempting most moves. Lacks off-ball defensive awareness. He gets caught looking at the ball and loses his man. His motor is inconsistent, and he has to learn when to gamble. Doesn’t stay seated in an on-ball defensive stance, and he’s often flat-footed; he also swipes at the ball and bites on fakes, causing him to stumble out of position. Maturity is a concern: He was suspended indefinitely midseason at USC for an undisclosed off-court reason, and tends to take poor shots outside of the offensive system on the court. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Shooting form has issues: It’s a low, flat release, and there is a lot of lower body movement; inconsistent landings may be the cause of his inconsistencies, especially off the catch. Inactive off-ball player, though that might’ve been a symptom of the college offense he played in. His ballhandling is largely flash and little substance at this point due to his looseness while attempting most moves. Lacks off-ball defensive awareness. He gets caught looking at the ball and loses his man. His motor is inconsistent, and he has to learn when to gamble. Doesn’t stay seated in an on-ball defensive stance, and he’s often flat-footed; he also swipes at the ball and bites on fakes, causing him to stumble out of position. Maturity is a concern: He was suspended indefinitely midseason at USC for an undisclosed off-court reason, and tends to take poor shots outside of the offensive system on the court.",NA,NA,NA,NA,NA,"J","Freshman",9.5,17.2,4,7.2,1.4,2.6,56.1,157,0.8,1.5,0.5,0.9,41.2,68,52.2,46,NA,NA,"Scoring upside",19.1,81,103,"J.R. Smith, Rodney Stuckey, James Young",NA,"Strong, stylish scorer who flashes the skills to someday become a star, but needs to put all the pieces together.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Nicolas Claxton",NA,NA,NA,83.75,217,"Georgia",NA,"Good ball handler who can grab-and-go in transition, or score with finesse on cuts and rolls. He stays low on his drives and scores like a guard around the rim with dexterous layups. Effective passer who could easily thrive as a scorer or playmaker on the short roll. He’s particularly comfortable making left-handed passes off the dribble. Avoided careless turnovers despite being forced into being a primary playmaker; he won’t have the same role in the NBA, but his skills will make him a tough cover in the pick-and-roll. Didn’t play with a point guard, which hurt his percentages: He shot 34.6 percent in two years on catch-and-shoot jumpers, which isn’t good but it’s something to build on. Good rebounder considering his underdeveloped body, though stronger bigs will move him off his spots until he adds muscle. Impressive defensive potential once his fundamentals improve: He’s mobile moving laterally and plays hard, plus has the length and reaction time to contain guards and wings. Good shot blocker who can alter perimeter jumpers and recover when beaten to swat away shots from behind; he’s an attentive off-ball defender who steps up for weakside blocks, too. MINUSES Lacks physicality and avoids contact; he gets pushed around a lot. He had a late growth spurt, so either he’s just adjusting to his new body or lacks a degree of toughness. He should be considered no more than a theoretical shooting threat because of his average touch near the rim and his subpar percentages on his jumper and from the line. Must do a better job of establishing post positioning, especially when sealing defenders underneath the basket on cuts and rim runs. Thin frame allows beefier players to plow through him on the post and perimeter drives; he needs to get significantly stronger to effectively defend bigs. Too often stands upright or opens his stance on the perimeter, which allows opponents to blow by him. He needs to stay seated in his stance and move laterally on his heels. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Lacks physicality and avoids contact; he gets pushed around a lot. He had a late growth spurt, so either he’s just adjusting to his new body or lacks a degree of toughness. He should be considered no more than a theoretical shooting threat because of his average touch near the rim and his subpar percentages on his jumper and from the line. Must do a better job of establishing post positioning, especially when sealing defenders underneath the basket on cuts and rim runs. Thin frame allows beefier players to plow through him on the post and perimeter drives; he needs to get significantly stronger to effectively defend bigs. Too often stands upright or opens his stance on the perimeter, which allows opponents to blow by him. He needs to stay seated in his stance and move laterally on his heels.",NA,NA,NA,NA,NA,"Big","Sophomore",13,16.4,8.6,10.8,1.8,2.3,49,298,1.1,1.3,2.5,3.2,28.1,64,64.1,192,NA,NA,"3-and-D big skills",20.1,86.5,110,"Al Horford, Mason Plumlee",NA,"A tall, lanky center who projects as a super-switchable defender and versatile offensive player—if he develops his jumper.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Bol Bol",NA,NA,NA,86.5,208,"Oregon",NA,"Fluid, coordinated athlete who moves surprisingly gracefully with the ball in his hands for a player his size; he’ll be a threat attacking defenders who are closing out. Lob threat with an excellent catch radius and the soft hands to corral any pass. He keeps the ball high when finishing, not giving mortals a chance to swipe at the ball. Terrific spot-up shooter, despite his funky mechanics. If his screening improves, he’ll become a pick-and-pop weapon. Tantalizing upside as a scorer off the dribble; few bigs can dribble and shoot as well as he does. However, his lack of strength and burst do limit his upside creating against a set defense. Flashes post upside with basic moves that culminate in a right hook. He’ll need to get stronger to carve out space closer to the rim. Potential deterrent around the rim due to his sheer length. He’s so long that his presence can alter opponents’ shots. He’s mobile when he chooses to be. MINUSES Poor shot selection: He floats too much on the perimeter and settles for jumpers off the dribble. While that’s the most tantalizing area of his game, he needs to rein it in for now. Beanpole frame hinders his screening; he barely ever makes contact, since defenders can so easily sneak around him. Putting actual effort into his screens would pay dividends. Slow to react to pressure when playing in the post; it often seems like he doesn’t realize that passing the ball is an option. Poor effort plagues his defense: He fails to contest shots, help, communicate, and box out for rebounds. You won’t find him hustling back on defense. Lacks fundamentals; he plays high defending the post and can’t get low on the perimeter, which probably isn’t solvable due to his high center of gravity. NBA scouts question his work ethic and conditioning, on top of the durability concerns due to his frail body: He suffered a stress fracture to the navicular bone in his left foot at Oregon. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Poor shot selection: He floats too much on the perimeter and settles for jumpers off the dribble. While that’s the most tantalizing area of his game, he needs to rein it in for now. Beanpole frame hinders his screening; he barely ever makes contact, since defenders can so easily sneak around him. Putting actual effort into his screens would pay dividends. Slow to react to pressure when playing in the post; it often seems like he doesn’t realize that passing the ball is an option. Poor effort plagues his defense: He fails to contest shots, help, communicate, and box out for rebounds. You won’t find him hustling back on defense. Lacks fundamentals; he plays high defending the post and can’t get low on the perimeter, which probably isn’t solvable due to his high center of gravity. NBA scouts question his work ethic and conditioning, on top of the durability concerns due to his frail body: He suffered a stress fracture to the navicular bone in his left foot at Oregon.",NA,NA,NA,NA,NA,"Big","Freshman",21,28.2,9.6,12.8,1,1.3,61,132,0.8,1,2.7,3.6,52,25,75.7,37,NA,NA,"Defensive upside",19.5,91,115.5,"Kristaps Porzingis in 480p, present-day Brook Lopez, Thon Maker",NA,"Massive physical specimen like his father, Manute Bol, though he has far more offensive upside. His medical report will make or break his draft stock.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Mfiondu Kabengele",NA,NA,NA,82.25,256,"Florida State",NA,"Good spot-up shooter, and he’s comfortable on the pick-and-pop, which creates the space he needs for straight-line drives to the rim. Bouncy interior finisher who can finish lobs or score with touch, though he’d be even better if he breaks his habit of bringing the ball down to his waist before leaping. Active offensive rebounder with a nose for the ball; can grab the ball then quickly spring back up for putbacks. Energetic shot blocker; he has natural timing paired with quick-twitch leaping ability and length. He’s most visibly impactful in help defense situations when chasing down opponents. Major potential defending the pick-and-roll; he has improved in college and does a solid job of dropping to defend both his man and the ball handler. His length is a natural deterrent. Projects as a capable perimeter defender if his fundamentals improve. He lacks discipline, but has mobility recovering to his man laterally. MINUSES Once he gets a touch, he’s not giving the ball up; he is a total black hole who record-scratches the offensive flow by holding the ball and then dribbling into traffic. Must improve drastically at simple role-player skills such as screening, boxing out, and executing plays. Foul trouble is an issue; it’s as if he were conditioned to leap at pump fakes and swipe for the ball. Savvy NBA veterans will exploit this tendency. He’s often out of position and frenzied in his defensive approach, causing him to fall off-balance in man-to-man situations. Average defensive rebounder who relies too heavily on athleticism instead of boxing out. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Once he gets a touch, he’s not giving the ball up; he is a total black hole who record-scratches the offensive flow by holding the ball and then dribbling into traffic. Must improve drastically at simple role-player skills such as screening, boxing out, and executing plays. Foul trouble is an issue; it’s as if he were conditioned to leap at pump fakes and swipe for the ball. Savvy NBA veterans will exploit this tendency. He’s often out of position and frenzied in his defensive approach, causing him to fall off-balance in man-to-man situations. Average defensive rebounder who relies too heavily on athleticism instead of boxing out.",NA,NA,NA,NA,NA,"Big","Sophomore",13.2,24.5,5.9,11,0.3,0.6,53.8,327,0.6,1.1,1.5,2.8,36.9,65,76.1,180,NA,NA,"Rim protection",21.8,87,109.5,"Serge Ibaka, Brandon Bass, Khem Birch",NA,"The nephew of Dikembe Mutombo has inherited his uncle’s shot-blocking instincts, while also flashing a modern skill set.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Matisse Thybulle",NA,NA,NA,77,200,"Washington",NA,"Beast off-ball defender potential: He’s both athletic and smart. He closes out strong, alters shots, and recovers well after penetration. Remarkable anticipation skills and reaction time allow him to jump passing lanes like he’s Deion Sanders. Doesn’t take his athleticism for granted; constantly hustles, pursues loose balls, and hurries back in transition to stop the ball or contest a shot. Projects as a switchable man-to-man defender with long arms and good fundamentals moving laterally and staying seated in his stance. Despite his hyperactivity on defense, he rarely commits fouls, though he’ll need to break his freelancing habit in the NBA. Above-average 3-point shooter with compact form, and a good free throw shooter with touch around the rim. Smart player who passes well within the flow of the offense and avoids careless mistakes. Ambidextrous below-the-rim interior finisher who can score well off cuts and closeouts. MINUSES Tough to evaluate his man-to-man defense since he last played it as an underclassman when Lorenzo Romar used a switching scheme that hemorrhaged points. Weirdly a nonfactor on the defensive boards despite his athleticism and instincts. Timid, deferential offensive player. It’s not necessarily a bad thing since he knows his role, but he’s yet to tap into his athleticism. Needs to speed up his jump shot release, and too often flares out his elbow, which may be a cause of inconsistency. Not someone who will create many at-rim chances for himself. He can make simple moves but hasn’t shown he can keep the ball on a string. At-rim finishing is lacking but could improve if he develops athleticism leaping off one foot. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Tough to evaluate his man-to-man defense since he last played it as an underclassman when Lorenzo Romar used a switching scheme that hemorrhaged points. Weirdly a nonfactor on the defensive boards despite his athleticism and instincts. Timid, deferential offensive player. It’s not necessarily a bad thing since he knows his role, but he’s yet to tap into his athleticism. Needs to speed up his jump shot release, and too often flares out his elbow, which may be a cause of inconsistency. Not someone who will create many at-rim chances for himself. He can make simple moves but hasn’t shown he can keep the ball on a string. At-rim finishing is lacking but could improve if he develops athleticism leaping off one foot.",NA,NA,NA,NA,NA,"Guard","Senior",9.1,11.7,3.1,4,2.1,2.8,50,270,3.5,4.5,2.2,2.8,30.5,151,85.1,67,NA,NA,"Lockdown defense",22.3,84,NA,"Danny Green, Gary Harris, Tony Allen",NA,"Disruptive defender who posted all-time great block and steal numbers as the pillar of Washington’s zone.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Kz Okpala",NA,NA,NA,81.5,210,"Stanford",NA,"Impressive physical profile with long arms and the frame to add muscle. He’s an above-the-rim athlete who quickly covers a lot of ground in the open floor. Improved his ballhandling ability following his freshman season, which activated his scoring on drives. Solid passer within the offensive flow, and he has developed a feel in the pick-and-roll, delivering accurate passes with velocity. Tweaked his shooting mechanics to remove a hitch and improved off the catch as a sophomore. There’s still room for improvement. Flashes elite defensive potential with his length and mobility, though he’ll have to develop his strength and fundamentals. Grew up a multisport athlete playing basketball and football, until a growth spurt turned him into the tall, slim athlete we see today; he’s still learning how to use his body. MINUSES Poor shooter off the dribble whose mechanics fall apart even on simple one-dribble pull-ups. Gets stripped often on drives to the rim; his handle is still too loose and he frequently goes into traffic. Average scorer in the paint because he’s not good at handling contact. Getting stronger could help, though his natural touch isn’t great. Defensive fundamentals are lacking. He has poor footwork closing out and loses his man off the ball. He also should get lower to gain leverage when defending the post. He should rack up impactful defensive plays with his length and mobility but he doesn’t, largely due to his lagging reaction speed. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Poor shooter off the dribble whose mechanics fall apart even on simple one-dribble pull-ups. Gets stripped often on drives to the rim; his handle is still too loose and he frequently goes into traffic. Average scorer in the paint because he’s not good at handling contact. Getting stronger could help, though his natural touch isn’t great. Defensive fundamentals are lacking. He has poor footwork closing out and loses his man off the ball. He also should get lower to gain leverage when defending the post. He should rack up impactful defensive plays with his length and mobility but he doesn’t, largely due to his lagging reaction speed.",NA,NA,NA,NA,NA,"Forward","Sophomore",16.9,20.7,5.7,7,2,2.4,51,368,1,1.2,0.5,0.6,37.5,88,67.1,173,NA,NA,"Offensive versatility",20.1,85.75,106.5,"Brandon Ingram, Trevor Ariza, Wes Johnson",NA,"Versatility is king in the NBA, and he has all the tools to be a malleable two-way wing if his raw skills continue to develop.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Ty Jerome",NA,NA,NA,77.5,194,"Virginia",NA,"Smooth 3-point shooter with a knack for relocating off the ball after making a pass, and the ability to hit shots off of screens and handoffs. He’s equally potent taking one- or two-dribble pull-ups. Intuitive passer with touch and vision to throw strikes off the dribble to rollers, cutters, and shooters. Can already run pick-and-roll at an NBA level. He gets where he needs to on the floor with exceptional footwork, deceptive ball fakes, and his ability to look off defenders. Unselfish teammate who keeps the ball moving and knows how to execute plays. He plays hard, crashes the boards, and boxes out. Competes hard defending man-to-man, plays with good fundamentals, and anticipates where opponents want to go. He’s not a lockdown defender, but he can be a vital part of a cohesive defensive unit. He communicates, focuses off the ball, and is almost always in the right position. MINUSES Overcoming his athletic limitations is no guarantee at the next level. He will struggle to generate space in certain matchups, limiting his upside to that of a high-end role player. Subpar below-the-rim finisher who tends to settle for floaters since he lacks the burst to get all the way to the basket. With a somewhat low shooting release point, he’d benefit from increasing the speed of his gather to launch the ball quicker. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Overcoming his athletic limitations is no guarantee at the next level. He will struggle to generate space in certain matchups, limiting his upside to that of a high-end role player. Subpar below-the-rim finisher who tends to settle for floaters since he lacks the burst to get all the way to the basket. With a somewhat low shooting release point, he’d benefit from increasing the speed of his gather to launch the ball quicker.",NA,NA,NA,NA,NA,"Guard","Junior",13.6,16,4.2,5,5.5,6.4,53.2,409,1.5,1.8,0,0,39.9,198,73.6,91,NA,NA,"Playmaking",21.9,76,98,"Taller Jose Calderon, Malcolm Brogdon, Greivis Vasquez",NA,"Talented playmaker and shooter who moves at 3G, but his mind calculates actions on the floor at 5G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Ringer","Terence Davis",NA,NA,NA,76.5,192,"Ole Miss",NA,"High shot-creation potential: He has a quick first step and looks comfortable creating off the dribble. He needs to tighten his advanced moves to excel in traffic. Capable passer who displays vision in the pick-and-roll and transition, though he’s likely to top out as a secondary playmaker. Improved shooter as a senior who can hit tough, contested shots off the dribble or spot up. He’s at his best in the pick-and-roll pulling up from the perimeter. Active off-ball player who cuts and finds open space, and races up the floor on the break. Effective on-ball defender who has excellent lateral quickness and long arms to defend both guard positions; effort should never be a question about him. Attentive off-ball defender who jumps passing lanes, rotates well, and crashes the boards; he’s not afraid to mix it up with big guys. MINUSES Shot well as a senior but still shot only 34.1 percent from 3 and just 73.8 percent from the line over his final three seasons; he’s an unnatural shooter. Takes a lot of midrange jumpers and 3s with his feet right at the line, so he may need to extend his range and change his habits to accommodate the demands of a modern NBA offense. Doesn’t get a ton of lift in traffic, so most of his driving shot attempts come below the rim; he also doesn’t draw many fouls. Shaky decision-maker who tries to do too much with his dribble and telegraphs passes; he also has a habit of picking up his dribble instead of passing off the dribble. Undersized guard with a lean frame who lacks ideal defensive versatility. NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA","Shot well as a senior but still shot only 34.1 percent from 3 and just 73.8 percent from the line over his final three seasons; he’s an unnatural shooter. Takes a lot of midrange jumpers and 3s with his feet right at the line, so he may need to extend his range and change his habits to accommodate the demands of a modern NBA offense. Doesn’t get a ton of lift in traffic, so most of his driving shot attempts come below the rim; he also doesn’t draw many fouls. Shaky decision-maker who tries to do too much with his dribble and telegraphs passes; he also has a habit of picking up his dribble instead of passing off the dribble. Undersized guard with a lean frame who lacks ideal defensive versatility.",NA,NA,NA,NA,NA,"Shooting guard","Senior",15.2,19.6,5.8,7.5,3.5,4.5,52.5,403,1.6,2.1,0.6,0.8,37.1,175,77.2,101,NA,NA,"3-and-D skills",22.1,80.75,101,"Will Barton, E’Twaun Moore, Dion Waiters",NA,"Wiry, hard-nosed guard with 3-and-D upside, though his skills are largely underdeveloped, even as a senior.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
