source,name,year,rank,round,date_of_birth,age,current_team,league,scouting_report,team_fit,likely_to_play,position,city,team,analysis
NHL.com,Evan Bouchard,2018,NA,NA,NA,NA,NA,OHL,"After Dahlin, Bouchard (6-2, 195) might be the next sure thing among defensemen in the 2018 draft after three seasons in the OHL. A right-hand shot, he was tied for seventh in the OHL with 87 points (25 goals, 62 assists) in 2017-18, the first defenseman to finish among the top 10 scorers since Windsor's Ryan Ellis (Nashville Predators) was tied for fourth with 101 points in 2010-11. In the Western Conference OHL coaches poll, he was first for hardest shot, second for best shot and third for smartest player. NHL.com analysis: Bouchard gives the Oilers the right-shot defenseman general manager Peter Chiarelli said Edmonton needed. He's an offensive force who finished in the top 10 in the OHL in scoring, and could be ready to play in the NHL next season.  ",NA,NA,D,London,Edmonton Oilers,"Bouchard gives the Oilers the right-shot defenseman general manager Peter Chiarelli said Edmonton needed. He's an offensive force who finished in the top 10 in the OHL in scoring, and could be ready to play in the NHL next season."
NHL.com,Oliver Wahlstrom,2018,NA,NA,NA,NA,NA,USHL,"Wahlstrom (6-1, 208), who played at Shattuck-St. Mary's School (Minnesota) and has committed to Boston College, led the United States National Team Development Program with 94 points (48 goals, 46 assists), 13 power-play goals, six game-winning goals and 288 shots on goal in 62 games this season. He has good hockey sense, is tough to handle 1-on-1, and already can shoot a one-timer as well as some NHL players. NHL.com analysis: Wahlstrom is a pure goal-scorer who can put the puck in the net from anywhere on the ice. He's strong and skilled enough to produce down low, and he can score from distance with a hard, accurate wrist shot.  ",NA,NA,RW,USA U-18,New York Islanders,"Wahlstrom is a pure goal-scorer who can put the puck in the net from anywhere on the ice. He's strong and skilled enough to produce down low, and he can score from distance with a hard, accurate wrist shot."
NHL.com,Noah Dobson,2018,NA,NA,NA,NA,NA,QMJHL,"Dobson (6-3, 176) was named a QMJHL First-Team All-Star after setting career highs in goals (17), assists (52), points (69), power-play goals (11) and shots on goal (276) in 2017-18, his second season in the league. A right-hand shot who can support the rush and is good under pressure, he had 13 points (three goals, 10 assists) and 75 shots in 20 playoff games to help Acadie-Bathurst to a league championship. NHL.com analysis: Dobson being available for the Islanders here is a surprise, but one they should be very happy about. The right-shot defenseman is an outstanding skater with a strong two-way game. Maybe most impressive was his game continued to get better the longer his season went, culminating with a Memorial Cup championship.  ",NA,NA,D,Acadie-Bathurst,New York Islanders,"Dobson being available for the Islanders here is a surprise, but one they should be very happy about. The right-shot defenseman is an outstanding skater with a strong two-way game. Maybe most impressive was his game continued to get better the longer his season went, culminating with a Memorial Cup championship."
NHL.com,Ty Dellandrea,2018,NA,NA,NA,NA,NA,OHL,"Dellandrea (6-0, 183) led Flint with 59 points (27 goals, 32 assists) in 67 regular-season games in 2017-18. He has plenty of speed and is known for his scoring ability and puck pursuit. Dellandrea, who turns 18 on July 21, also led Flint in power-play goals (10) and shots on goal (239), and won 50.6 percent of his face-offs. NHL.com analysis: Dellandrea was a bit overlooked as Flint finished 19th of 20 teams in the OHL, but he raised his game in big moments. He scored two goals in the CHL Top Prospects Game and was one of Canada's top players at the 2018 IIHF World U-18s. Scouts also love his high character.  ",NA,NA,C,Flint,Dallas Stars,"Dellandrea was a bit overlooked as Flint finished 19th of 20 teams in the OHL, but he raised his game in big moments. He scored two goals in the CHL Top Prospects Game and was one of Canada's top players at the 2018 IIHF World U-18s. Scouts also love his high character."
NHL.com,Joel Farabee,2018,NA,NA,NA,NA,NA,USHL,"Farabee (6-0, 161) has a quick release and can snap the puck in stride. Committed to Boston University, he is strong on the puck in all areas of the rink, has a high hockey IQ with good offensive instincts, and sets a good example with hard work and team play. He had 76 points (33 goals, 43 assists), five shorthanded goals, and a plus-41 rating in 62 games for the USNTDP in 2017-18. NHL.com analysis: Farabee is a high-IQ playmaker and goal-scorer who played on the top line for the USNTDP. He can also kill penalties, an area the Flyers have struggled in the past few seasons.  ",NA,NA,LW,USA U-18,Philadelphia Flyers,"Farabee is a high-IQ playmaker and goal-scorer who played on the top line for the USNTDP. He can also kill penalties, an area the Flyers have struggled in the past few seasons."
NHL.com,Grigori Denisenko,2018,NA,NA,NA,NA,NA,RUS,"Denisenko (5-11, 171), who turns 18 on Sunday, spent most of the season on Loko, Yaroslavl's junior team in Russia's MHL, and had 22 points (nine goals, 13 assists) in 31 regular-season games, and five goals and two assists in 12 playoff games. He's one of the most skilled players of this draft class, with good offensive instincts in traffic. NHL.com analysis: A fearless, physical two-way forward who can play center or on the wing. He needs to get bigger and stronger, but he'll get the chance to play against men full-time next season in the KHL.  ",NA,NA,LW,Yaroslavl 2,Florida Panthers,"A fearless, physical two-way forward who can play center or on the wing. He needs to get bigger and stronger, but he'll get the chance to play against men full-time next season in the KHL."
NHL.com,Martin Kaut,2018,NA,NA,NA,NA,NA,CZREP,"Kaut (6-1, 176) has performed well at every level as an exceptional skater with great acceleration and speed to create odd-man rushes. He has good hockey sense and is a two-way competitor with soft hands and a quick release. He had 16 points (nine goals, seven assists) in 38 regular-season games in the Czech League in 2017-18 and three goals and two assists in seven playoff games. He had two goals and five assists in seven games for fourth-place Czech Republic in the 2018 WJC. NHL.com analysis: A strong skater with speed to create odd-man rushes, Kaut has good experience playing against men in the top professional league in the Czech Republic. The Avalanche must not be concerned about a heart issue that came up during testing at the NHL Scouting Combine.  ",NA,NA,RW,Pardubice,Colorado Avalanche,"A strong skater with speed to create odd-man rushes, Kaut has good experience playing against men in the top professional league in the Czech Republic. The Avalanche must not be concerned about a heart issue that came up during testing at the NHL Scouting Combine."
NHL.com,Ty Smith,2018,NA,NA,NA,NA,NA,WHL,"Smith (5-11, 176), a left-hand shot capable of working well in traffic to maneuver his team out of danger, has 107 points (19 goals, 88 assists) in 137 Western Hockey League games over three seasons. Good at dissecting a forecheck, he set career highs in goals (14), assists (59), points (73), plusminus (plus-44) and power-play points (27) in 2017-18. NHL.com analysis: The Devils need to add youth and skill to their defenseman group, and Smith should be a strong addition. The left-shot defenseman is smart, skilled, can carry the puck out of his zone and create in transition.  ",NA,NA,D,Spokane,New Jersey Devils,"The Devils need to add youth and skill to their defenseman group, and Smith should be a strong addition. The left-shot defenseman is smart, skilled, can carry the puck out of his zone and create in transition."
NHL.com,Liam Foudy,2018,NA,NA,NA,NA,NA,OHL,"Foudy (6-0, 173) made one of the biggest jumps in NHL Central Scouting's final list of North American skaters, jumping from No. 91 at the midterm. He had 40 points (24 goals, 16 assists), four game-winning goals and five shorthanded goals, and won 47 percent of his face-offs in 65 games. He has good speed, quickness, hockey sense and a consistent work ethic to play an effective two-way game. NHL.com analysis: Skating is his strongest asset, and he used it to score five shorthanded goals. His speed comes naturally; his mother, France, won a silver medal for Canada in the 4-x-100 relay at the 1984 Los Angeles Olympics. When given more ice time in the second half of the season, Foudy had 33 points (20 goals, 13 assists) in his final 30 games.  ",NA,NA,C,London,Columbus Blue Jackets,"Skating is his strongest asset, and he used it to score five shorthanded goals. His speed comes naturally; his mother, France, won a silver medal for Canada in the 4-x-100 relay at the 1984 Los Angeles Olympics. When given more ice time in the second half of the season, Foudy had 33 points (20 goals, 13 assists) in his final 30 games."
NHL.com,Jay OBrien,2018,NA,NA,NA,NA,NA,HIGH-MA,"The right-handed O'Brien (5-10, 185), No. 32 in Central Scouting's final list of North American skaters, led all players in New England Prep Schools with 80 points (43 goals, 37 assists) in 30 games for Thayer. O'Brien, who won the John Carlton Memorial Trophy given by the Boston Bruins to high school seniors who combine hockey skills with academic excellence, is committed to Providence College. NHL.com analysis: The Flyers reached for the No. 32 player on Central Scouting's final ranking, but GM Ron Hextall said he liked O'Brien's potential as a center. His best traits are his strong shot and his hockey sense, and he'll continue to develop at Providence College starting next season.  ",NA,NA,C,Thayer Academy,Philadelphia Flyers,"The Flyers reached for the No. 32 player on Central Scouting's final ranking, but GM Ron Hextall said he liked O'Brien's potential as a center. His best traits are his strong shot and his hockey sense, and he'll continue to develop at Providence College starting next season."
NHL.com,Rasmus Kupari,2018,NA,NA,NA,NA,NA,FIN,"Kupari (6-1, 188), a right-hand shot, has been compared to Hurricanes forward Sebastian Aho. He is versatile, capable of playing wing or center, and a good skater who is good with the puck. His best asset might be his acceleration with the puck on his stick. Kupari had 14 points (six goals, eight assists) in 39 games playing for Karpat in Liiga in 2017-18. He was held without a point in five games for Finland at the 2018 WJC. NHL.com analysis: Kupari has experience playing against older competition in Liiga, Finland's top professional league. His skating is close to elite, and the Kings will be patient in allowing him to develop and add consistency to his game.  ",NA,NA,C,Karpat,Los Angeles Kings,"Kupari has experience playing against older competition in Liiga, Finland's top professional league. His skating is close to elite, and the Kings will be patient in allowing him to develop and add consistency to his game."
NHL.com,Ryan Merkley,2018,NA,NA,NA,NA,NA,OHL,"Merkley (5-11, 167), who worked with Coyotes skating coach Dawn Braid for many years, is one of the best offensive defensemen in the draft. He was third among OHL defensemen with 67 points, second with 54 assists and fifth with a 1.06 points-per game average in 63 games. Merkley, who turns 18 on Aug. 14, has 122 points (25 goals, 97 assists) in 125 OHL games. NHL.com analysis: The right-shot defenseman has top-end offensive skills, but there are questions about his defensive play and off-ice approach. The Sharks are banking on Merkley growing out of any immaturity.  ",NA,NA,D,Guelph,San Jose Sharks,"The right-shot defenseman has top-end offensive skills, but there are questions about his defensive play and off-ice approach. The Sharks are banking on Merkley growing out of any immaturity."
NHL.com,KAndre Miller,2018,NA,NA,NA,NA,NA,USHL,"Miller (6-3, 198) started playing defenseman three seasons ago when his coach at Minnetonka High School (Minnesota) suggested he try it to strengthen their defense. He had 29 points (nine goals, 20 assists), two shorthanded goals, a plus-23 rating and 103 shots on goal for the USNTDP in 2017-18. Committed to the University of Wisconsin, Miller has the skill set to be an elite defenseman; he is long and rangy, has a good defensive stick, and is a solid skater. NHL.com analysis: The Rangers traded up with the Senators to select Miller, who has one of the highest ceilings of any player in the draft. He's only been a defenseman for three seasons, and he'll continue to develop at the University of Wisconsin.  ",NA,NA,D,USA U-18,New York Rangers (from Ottawa Senators),"The Rangers traded up with the Senators to select Miller, who has one of the highest ceilings of any player in the draft. He's only been a defenseman for three seasons, and he'll continue to develop at the University of Wisconsin."
NHL.com,Isac Lunderstrom,2018,NA,NA,NA,NA,NA,SWE,"With a good combination of speed, skills and offensive instincts, Lundestrom (6-0, 183) had 15 points (six goals, nine assists) and a plus-7 rating in 42 games in the SHL in 2017-18. He averaged 16:04 of ice time. Lundestrom scored two goals in a bottom-six checking role to help Sweden to a silver medal at the 2018 WJC. NHL.com analysis: As Anaheim stalwarts Ryan Getzlaf (33), Corey Perry (33) and Ryan Kesler (33) get older, the Ducks need to add skilled, young forwards to support them. Lundestrom has a smart, strong two-way game with a good finishing touch.  ",NA,NA,C,Lulea,Anaheim Ducks,"As Anaheim stalwarts Ryan Getzlaf (33), Corey Perry (33) and Ryan Kesler (33) get older, the Ducks need to add skilled, young forwards to support them. Lundestrom has a smart, strong two-way game with a good finishing touch."
NHL.com,Filip Johansson,2018,NA,NA,NA,NA,NA,SWE,"Johansson (6-1, 175), No. 10 in Central Scouting's final list of International skaters, split time between Leksand of the SHL and their junior team and had nine points (four goals, five assists) in 29 junior games. He won a bronze medal at the 2018 Ivan Hlinka Memorial, when he had four points (one goal, three assists) in five games, and at the 2018 U-18 World Championship, when he had two points (one goal, one assist) in seven games. NHL.com analysis:Wild general manager Paul Fenton made drafting defensemen a priority during his time as assistant GM of the Nashville Predators, and he sticks with that position in his first draft with Minnesota. Johansson, No. 10 on Central Scouting's final ranking of International skaters, is a right-shot defenseman with a solid two-way game. He got a bit of experience in the SHL this season, and should get even more next season.  ",NA,NA,D,Leksand Jr.,Minnesota Wild,"Wild general manager Paul Fenton made drafting defensemen a priority during his time as assistant GM of the Nashville Predators, and he sticks with that position in his first draft with Minnesota. Johansson, No. 10 on Central Scouting's final ranking of International skaters, is a right-shot defenseman with a solid two-way game. He got a bit of experience in the SHL this season, and should get even more next season."
NHL.com,Dominik Bokk,2018,NA,NA,NA,NA,NA,SWE-JR,"Bokk (6-1, 176) had 41 points (14 goals, 27 assists) in 35 regular-season games as a rookie in Sweden's SuperElit in 2017-18 and 11 points (five goals, six assists) in eight playoff games to help Vaxjo reach the championship game. Bokk, who was born in Schweinfurt, Germany, is a finesse-type forward who is strong on his skates and looks to shoot. He could play in the SHL next season if he opts to stay in Europe. NHL.com analysis: The Blues traded up to select the German forward, who excelled against tougher competition in Sweden. He's got solid 1-on-1 skills and could come to North America to play junior in the CHL next season.  ",NA,NA,RW,Vaxjo Jr.,St. Louis Blues (from Toronto Maple Leafs),"The Blues traded up to select the German forward, who excelled against tougher competition in Sweden. He's got solid 1-on-1 skills and could come to North America to play junior in the CHL next season."
NHL.com,Jacob BernardDocker,2018,NA,NA,NA,NA,NA,AJHL,"Bernard-Docker (6-0, 187), No. 33 in Central Scouting's final list of North American skaters, is a right-shot defenseman who had 41 points (20 goals, 21 assists) in 47 games in the Alberta Junior Hockey League. Bernard-Docker is a strong skater who is able to create time and space for himself and get off a strong, accurate shot. He'll continue his development next season at the University of North Dakota. NHL.com analysis: The Senators liked Bernard-Docker's offense, skating and right-handed shot and were willing to slide back and then reach a bit to select him. They'll give him all the time he needs to develop at the University of North Dakota, but he should be a solid addition to their defenseman group.  ",NA,NA,D,Okotoks,Ottawa Senators (from New York Rangers),"The Senators liked Bernard-Docker's offense, skating and right-handed shot and were willing to slide back and then reach a bit to select him. They'll give him all the time he needs to develop at the University of North Dakota, but he should be a solid addition to their defenseman group."
NHL.com,Nicolas Beaudin,2018,NA,NA,NA,NA,NA,QMJHL,"Beaudin (5-11, 172), a smooth skater with a left-hand shot, has the confidence to jump into the rush and assist in transition when needed. He was tied for second among QMJHL defensemen with 69 points and tied for first with 57 assists and 28 power-play assists in 68 regular-season games in 2017-18. Beaudin has 111 points (17 goals, 94 assists) in 158 QMJHL games for Drummondville. NHL.com analysis: The Blackhawks add another young, offensive-minded defenseman after choosing Boqvist at No. 8. He has elite-level puck skills and outstanding mobility.  ",NA,NA,D,Drummondville,Chicago Blackhawks,"The Blackhawks add another young, offensive-minded defenseman after choosing Boqvist at No. 8. He has elite-level puck skills and outstanding mobility."
NHL.com,Nils Lundkvist,2018,NA,NA,NA,NA,NA,SWE,"Lundkvist (5-11, 172), No. 14 in Central Scouting's final list of International skaters, is a right-shot defenseman who had 14 points (three goals, 11 assists) in 26 games in Sweden's junior league and earned his first chance to play against men in the SHL as a 17-year-old. He skates well enough to carry the puck deep into the offensive zone and has the speed to track back on defense in transition. He moved up from No. 41 in NHL Central Scouting's midterm ranking. NHL.com analysis: Lundkvist shot up the Central Scouting rankings because of his high-end offensive game, going from No. 41 among International skaters in the midterm to No. 14. The Rangers added three young defensemen before the trade deadline in Ryan Lindgren, Yegor Rykov and Libor Hajek, and now with Miller and Lundkvist in the first round of the draft, New York has done a solid job adding depth at the position.  ",NA,NA,D,Pitea,New York Rangers,"Lundkvist shot up the Central Scouting rankings because of his high-end offensive game, going from No. 41 among International skaters in the midterm to No. 14. The Rangers added three young defensemen before the trade deadline in Ryan Lindgren, Yegor Rykov and Libor Hajek, and now with Miller and Lundkvist in the first round of the draft, New York has done a solid job adding depth at the position."
NHL.com,Rasmus Sandin,2018,NA,NA,NA,NA,NA,OHL," Sandin (5-11, 185) had 45 points (12 goals, 33 assists), a plus-35 rating and 94 shots on goal in 51 games as a rookie in 2017-18, his first season in North America. He is elusive, mobile and capable of effectively working the point on the power play. Sandin, born in Uppsala, Sweden, has tremendous upside because he'll add strength and weight.   NHL.com analysis: The Maple Leafs were able to trade back and select a left-shot defenseman ranked No. 11 among North American skaters by NHL Central Scouting. Sandin has a solid all-around game, great hockey sense, and will nicely complement the Maple Leafs solid forward group.  ",NA,NA,D,Sault Ste. Marie,Toronto Maple Leafs (from St. Louis Blues),"The Maple Leafs were able to trade back and select a left-shot defenseman ranked No. 11 among North American skaters by NHL Central Scouting. Sandin has a solid all-around game, great hockey sense, and will nicely complement the Maple Leafs solid forward group."
NHL.com,Joseph Veleno,2018,NA,NA,NA,NA,NA,QMJHL," Veleno (6-1, 191) was the first player from the QMJHL granted exceptional status to play as a 15-year-old. He had 31 points (six goals, 25 assists) in 31 games in his third season with Saint John before being traded to Drummondville on Dec. 19. He had 48 points (16 goals, 32 assists) in 33 regular-season games with Drummondville and 11 points (five goals, six assists) in 10 playoff games. Veleno, who won 46 percent of his face-offs this season, skates well, is aggressive on the attack, and plays with confidence.   NHL.com analysis:No single part of Veleno's game will blow you out of your seat, but he's strong in all areas of the game. He's skilled offensively and diligent defensively. After taking Zadina at No. 6 and Veleno at No. 30, the Red Wings appear to have done a solid job upgrading their skill at forward.  ",NA,NA,C,Drummondville,Detroit Red Wings,"No single part of Veleno's game will blow you out of your seat, but he's strong in all areas of the game. He's skilled offensively and diligent defensively. After taking Zadina at No. 6 and Veleno at No. 30, the Red Wings appear to have done a solid job upgrading their skill at forward."
NHL.com,Alexander Alexeyev,2018,NA,NA,NA,NA,NA,WHL,"Alexeyev (6-4, 195), from St. Petersburg, Russia, had 37 points (seven goals, 30 assists) in 2017-18, his second WHL season. Projected as a two-way defenseman, he's smart with the puck, is a strong skater and has a good shot. Alexeyev was limited to 45 games after sustaining a lower-body injury against Regina on Jan. 20. He returned to the lineup in February and had five points (two goals, three assists) and seven shots on goal in three WHL playoff games. NHL.com analysis: With the trade of Brooks Orpik and John Carlson's future in Washington uncertain, the Capitals picked the right time to add on defense. Alexeyev is a big, smart, left-shot defenseman who might not need a lot more development before he's ready to play in the NHL.  ",NA,NA,D,Red Deer,Washington Capitals,"With the trade of Brooks Orpik and John Carlson's future in Washington uncertain, the Capitals picked the right time to add on defense. Alexeyev is a big, smart, left-shot defenseman who might not need a lot more development before he's ready to play in the NHL."
NHL.com,Jack Hughes,2019,NA,NA,NA,NA,NA,NA,"The first player selected in the 2019 NHL Draft also is the best skater and most dynamic playmaker; he can think the game at top speed with or without the puck. Hughes (5-foot-10, 171 pounds) led the the USA Hockey National Team Development Program Under-18 team with 112 points (34 goals, 78 assists) in 50 games and set the all-time record for most assists (154) and points (228) in 110 games during two seasons with the program. The left-handed shot is the fifth NTDP alum to go No. 1 in the draft, following Auston Matthews (Toronto Maple Leafs, 2016), Patrick Kane (Chicago Blackhawks, 2007), Erik Johnson (St. Louis Blues, 2006) and Rick DiPietro (New York Islanders, 2000). He had 20 points (nine goals, 11 assists) to help the United States finish third at the 2019 IIHF World Under-18 Championship. That's one off the single-tournament record of 21 points set by Nikita Kucherov of Russia in 2011. NHL.com analysis: The Devils got the best center in the draft and immediately set themselves up through the middle for the next decade with Nico Hischier, the No. 1 pick of the 2017 NHL Draft, and Hughes as their go-to players at the position. Hughes likely will earn a roster spot during training camp and play a top-six role, average 15-20 minutes of ice time per game, and benefit from the instruction of Devils coach John Hynes, who is a former NTDP coach.RELATED: [Fantasy projection for Hughes\]Video: Devils draft F Jack Hughes No. 1  ",NA,NA,NA,NA,New Jersey Devils,"The Devils got the best center in the draft and immediately set themselves up through the middle for the next decade with Nico Hischier, the No. 1 pick of the 2017 NHL Draft, and Hughes as their go-to players at the position. Hughes likely will earn a roster spot during training camp and play a top-six role, average 15-20 minutes of ice time per game, and benefit from the instruction of Devils coach John Hynes, who is a former NTDP coach.RELATED: [Fantasy projection for Hughes\]Video: Devils draft F Jack Hughes No. 1"
NHL.com,Kaapo Kakko,2019,NA,NA,NA,NA,NA,FIN,"The left-handed shot combines playmaking and scoring ability, and is very good around the net and in his end. Kakko (6-2, 194), who can play wing or center but is more comfortable on his off-wing, has been compared to Colorado Avalanche forward Mikko Rantanen. The 18-year-old scored 22 goals in 45 games, a record for a first-time draft-eligible player in Liiga, Finland's top professional league, one more than Aleksander Barkov had for Tappara in 53 games in 2012-13. His 38 points were third on the single-season list of players 18 and under, behind Barkov (48, 2012-13) and Mikael Granlund (40, 2009-10). Kakko led TPS with four goals and tied for the lead with five points in five playoff games, when he averaged 20:53 of ice time. He also scored the game-winning goal with 1:26 remaining in the third period of the 2019 IIHF World Junior Championship gold-medal game to give Finland a 3-2 win against the United States; he finished the tournament with five points (two goals, three assists) in seven games, then capped his season with seven points (six goals, one assist) in 10 games to help Finland win the 2019 IIHF World Championship. NHL.com analysis: Kakko should fill a top-six role for the Rangers this season. He is most dangerous on the wing, though he can play center. He's dangerous around the net and isn't afraid to get into the tough areas to generate scoring opportunities for his team. The thought of Kakko alongside Chris Kreider and center Mika Zibanejad at some point in the future is a scary proposition for opposing teams.RELATED: [Fantasy projection for Kakko\]Video: Rangers draft F Kaapo Kakko No. 2  ",NA,NA,RW,TPS,New York Rangers,"Kakko should fill a top-six role for the Rangers this season. He is most dangerous on the wing, though he can play center. He's dangerous around the net and isn't afraid to get into the tough areas to generate scoring opportunities for his team. The thought of Kakko alongside Chris Kreider and center Mika Zibanejad at some point in the future is a scary proposition for opposing teams.RELATED: [Fantasy projection for Kakko\]Video: Rangers draft F Kaapo Kakko No. 2"
NHL.com,Kirby Dach,2019,NA,NA,NA,NA,NA,NA,"Dach, who considers himself more of a pass-first than shoot-first forward, was third for Saskatoon with 73 points (25 goals, 48 assists), second with 23 power-play assists and first with 1.18 points per game in 62 games. The right-handed shot is smart on both sides of the puck, deceptively fast, has good vision, and can beat opponents wide. Dach (6-4, 198) played center in Saskatoon but won a Hlinka Gretzky Cup championship with Canada in August playing right wing and had seven points (two goals, five assists) in five games. NHL.com analysis:The center skates well for a player his size. He might need one more season of junior hockey, but his size and skill could make him a solid second-line center behind Jonathan Toews as soon as next season.Video: Blackhawks draft F Kirby Dach No. 3  ",NA,NA,NA,NA,Chicago Blackhawks,"The center skates well for a player his size. He might need one more season of junior hockey, but his size and skill could make him a solid second-line center behind Jonathan Toews as soon as next season.Video: Blackhawks draft F Kirby Dach No. 3"
NHL.com,Bowen Byram,2019,NA,NA,NA,NA,NA,NA,"Byram (6-1, 195) led Western Hockey League defenseman in goals (26) and game-winning goals (nine), and he was third with 71 points in 67 regular-season games. He also set a single-season league record with six overtime goals and led the WHL playoffs with 26 points (eight goals, 18 assists) in 22 games. He has good awareness, plays with an edge, and likes to get up in the rush. He's a high-end, two-way defenseman considered the best at his position in the draft and a threat in all three zones who is capable of making plays under duress and in traffic. NHL.com analysis:The Avalanche got the unquestioned best defenseman in the draft. With Cale Makar, 20, making an impact during the 2019 Stanley Cup Playoffs and Tyson Barrie an established top-pair defenseman, the Avalanche have the potential for a high-end group of defensemen to go with their elite forwards.Video: Avalanche draft D Bowen Byram No. 4  ",NA,NA,NA,NA,Colorado Avalanche,"The Avalanche got the unquestioned best defenseman in the draft. With Cale Makar, 20, making an impact during the 2019 Stanley Cup Playoffs and Tyson Barrie an established top-pair defenseman, the Avalanche have the potential for a high-end group of defensemen to go with their elite forwards.Video: Avalanche draft D Bowen Byram No. 4"
NHL.com,Alex Turcotte,2019,NA,NA,NA,NA,NA,USHL,"Turcotte (5-11, 186), was sixth in scoring for the USA Hockey National Team Development Program Under-18 team this season with 62 points (27 goals, 35 assists) in 37 games, but his average of 1.68 points per game was second to Jack Hughes' 2.24. He missed 22 games with a lower-body injury. Turcotte, who will attend the University of Wisconsin in the fall, is an excellent scorer and playmaker who easily can raise the ire of the opposition while playing a disciplined game. He had nine points (four goals, five assists) in seven games for the U.S. at the 2019 IIHF World U-18 Championship. He's the son of former NHL forward Alfie Turcotte, who played 112 NHL games in seven seasons with the Washington Capitals, Winnipeg Jets and Montreal Canadiens. NHL.com analysis:The Kings need to get younger and more skilled, and Turcotte will help move along that process. As the Kings look to a future without Anze Kopitar and Jeff Carter as their top two centers, Turcotte could be the player they build their future around.Video: Kings draft F Alex Turcotte No. 5  ",NA,NA,C,USA U-18,Los Angeles Kings,"The Kings need to get younger and more skilled, and Turcotte will help move along that process. As the Kings look to a future without Anze Kopitar and Jeff Carter as their top two centers, Turcotte could be the player they build their future around.Video: Kings draft F Alex Turcotte No. 5"
NHL.com,Moritz Seider,2019,NA,NA,NA,NA,NA,GER,"Seider (6-3, 208), a right-handed shot, had an excellent rookie season for Mannheim in Germany's top pro league. He had six points (two goals, four assists) and a plus-2 rating in 29 games, and he was named the league's rookie of the year. He helped Mannheim win the league championship with five assists and a plus-6 rating in 14 playoff games. Seider had seven points (one goal, six assists) in five games to help Germany win the 2019 IIHF World Junior Championship Division IA bracket and advance to the top group at the 2020 WJC, when he likely will play a big role. He also scored two goals in five games for Germany at the 2019 IIHF World Championship. NHL.com analysis: The first real surprise of the draft, Seider proved himself against men playing in Germany's top league and was outstanding at 2019 IIHF World Championship. The Red Wings have been looking to add young defensemen, and with Seider they have a player with one of the bigger upsides in the 2019 draft class.  ",NA,NA,D,Mannheim,Detroit Red Wings,"The first real surprise of the draft, Seider proved himself against men playing in Germany's top league and was outstanding at 2019 IIHF World Championship. The Red Wings have been looking to add young defensemen, and with Seider they have a player with one of the bigger upsides in the 2019 draft class."
NHL.com,Dylan Cozens,2019,NA,NA,NA,NA,NA,WHL,"Cozens (6-3, 183), a right-handed shot, is hoping to become the third player from Whitehorse, Yukon, Canada, to play in the NHL, joining forward Peter Sturgeon (Colorado Rockies, six games, 1979-80) and defenseman Bryon Baltimore (Edmonton Oilers, two games, 1979-80). He is an elite skater with speed, size and a powerful shot. He was second on Lethbridge with 84 points (34 goals, 50 assists) in 68 games and dad nine points (four goals, five assists) for Canada at the 2019 IIHF World U-18 Championship. NHL.com analysis: With Jack Eichel, Cozens and Casey Mittelstadt in the middle, the Sabres have a foundation that could be part of a Stanley Cup Playoff team sooner rather than later.  ",NA,NA,C,Lethbridge,Buffalo Sabres,"With Jack Eichel, Cozens and Casey Mittelstadt in the middle, the Sabres have a foundation that could be part of a Stanley Cup Playoff team sooner rather than later."
NHL.com,Philip Broberg,2019,NA,NA,NA,NA,NA,SWE-2,"The left-shot defenseman is a smooth skater with excellent acceleration capable of controlling both ends of the ice. A two-way defenseman with good compete, Broberg (6-3, 200) had nine points (two goals, seven assists) in 41 games in Sweden's second division. He had six points (two goals, four assists) and 20 shots on goal in seven games to help Sweden win the 2019 IIHF World Under-18 Championship. Broberg was named the tournament's best defenseman. NHL.com analysis:The Oilers need to do a better job preventing goals, and Broberg will help that with his outstanding skating and puck-handling. His style in the offensive zone fits the way the modern game is played.  ",NA,NA,D,AIK,Edmonton Oilers,"The Oilers need to do a better job preventing goals, and Broberg will help that with his outstanding skating and puck-handling. His style in the offensive zone fits the way the modern game is played."
NHL.com,Trevor Zegras,2019,NA,NA,NA,NA,NA,USHL,"Zegras has good patience with the puck and good on-ice vision, and he was one of the hardest-working players for the USA Hockey National Team Development Program Under-18 team. A left-handed shot, he was third on the NTDP with 87 points (26 goals, 61 assists) in 60 games. The Boston University recruit finds the seams, knows when to shoot, and has deception and fearlessness in his game. Zegras (6-foot, 173), who can play anywhere in a lineup as a center or left wing, had nine assists in five games for the U.S. at the 2019 World U-18 Championship. NHL.com analysis: Zegras might be the most creative player in the draft. The Ducks need help at center with Ryan Getzlaf 34 years old and Ryan Kesler's future uncertain following hip surgery on May 9. Adding Zegras to a talented group of forward prospects, including Max Comtois, Sam Steel and Troy Terry, has the potential to make the Ducks a dangerous team.  ",NA,NA,C,USA U-18,Anaheim Ducks,"Zegras might be the most creative player in the draft. The Ducks need help at center with Ryan Getzlaf 34 years old and Ryan Kesler's future uncertain following hip surgery on May 9. Adding Zegras to a talented group of forward prospects, including Max Comtois, Sam Steel and Troy Terry, has the potential to make the Ducks a dangerous team."
NHL.com,Vasili Podkolzin,2019,NA,NA,NA,NA,NA,RUS-2,   ,NA,NA,RW,Neva St. Petersburg,Vancouver Canucks,
NHL.com,Victor Soderstrom,2019,NA,NA,NA,NA,NA,NA,   ,NA,NA,182) was promoted to the Swedish Hockey League in November and improved his overall game. A creative,right-shot defenseman who sees the ice well,NA,
